129,128,w
129,132,w
129,127,w
131,132,w
129,128,w
129,131,w
128,127,w
131,131,w
128,128,w
129,131,w
128,127,w
131,132,w
128,127,w
129,131,w
128,127,w
131,132,w
128,127,w
129,130,w
128,127,w
131,131,w
128,128,w
129,130,w
128,127,w
132,131,w
128,127,w
129,130,w
128,127,w
131,131,w
128,127,w
129,130,w
128,127,w
131,131,w
128,127,w
129,130,w
128,127,w
131,131,w
128,127,w
129,130,w
128,127,w
132,131,w
128,128,w
129,130,w
128,127,w
131,131,w
128,127,w
129,130,w
128,127,w
131,131,w
128,127,w
129,130,w
128,127,w
131,131,w
128,127,w
129,130,w
128,127,w
131,131,w
128,128,w
129,131,w
128,127,w
132,131,w
129,128,w
129,132,w
129,127,w
132,132,w
130,128,w
130,133,w
129,128,w
132,131,w
132,128,w
131,134,w
130,127,w
132,132,w
132,128,w
132,134,w
131,128,w
132,132,w
132,129,w
132,134,w
132,128,w
133,132,w
132,129,w
132,135,w
133,128,w
133,132,w
133,130,w
132,136,w
133,129,w
134,132,w
133,132,w
133,136,w
133,129,w
134,133,w
132,131,w
132,137,w
133,129,w
134,133,w
132,130,w
132,135,w
132,129,w
134,133,w
132,130,w
132,135,w
133,128,w
133,132,w
131,128,w
131,133,w
131,128,w
133,132,w
131,128,w
130,133,w
130,127,w
132,131,w
130,128,w
130,133,w
129,127,w
132,131,w
129,128,w
129,132,w
129,128,w
131,131,w
129,127,w
129,132,w
128,127,w
131,131,w
129,127,w
129,131,w
128,127,w
132,131,w
128,127,w
129,131,w
128,127,w
131,131,w
128,127,w
129,130,w
128,127,w
131,131,w
128,127,w
129,130,w
128,127,w
132,131,w
128,127,w
128,130,w
128,127,w
131,131,w
128,127,w
128,129,w
128,127,w
131,131,w
128,127,w
128,127,w
128,129,w
131,130,w
128,127,w
128,127,w
128,129,w
131,130,w
128,127,w
128,127,w
128,129,w
131,130,w
128,127,w
128,130,w
128,127,w
131,131,w
128,127,w
128,129,w
128,127,w
131,130,w
128,127,w
128,129,w
128,127,w
131,130,w
128,127,w
128,127,w
128,129,w
131,131,w
128,127,w
128,130,w
128,127,w
131,131,w
128,127,w
129,129,w
128,127,w
131,131,w
128,127,w
128,130,w
128,127,w
131,131,w
128,127,w
128,129,w
128,127,w
132,130,w
128,127,w
129,130,w
128,127,w
131,131,w
128,127,w
128,130,w
128,127,w
131,131,w
128,130,w
128,127,w
132,131,w
128,127,w
129,130,w
128,127,w
132,131,w
128,127,w
128,127,w
128,129,w
128,127,w
131,131,w
128,127,w
128,129,w
128,127,w
131,130,w
128,127,w
128,127,w
130,130,w
128,129,w
128,127,w
128,127,w
130,130,w
127,129,w
128,127,w
128,127,w
130,130,w
128,129,w
128,127,w
128,127,w
130,130,w
128,129,w
128,127,w
128,127,w
130,130,w
128,129,w
128,127,w
128,127,w
130,130,w
128,129,w
128,127,w
128,127,w
131,130,w
128,130,w
128,127,w
128,126,w
128,129,w
131,130,w
128,127,w
128,127,w
128,129,w
131,130,w
128,127,w
129,129,w
128,126,w
131,130,w
128,127,w
128,129,w
128,127,w
131,130,w
128,127,w
128,129,w
128,126,w
131,130,w
128,127,w
128,129,w
128,127,w
131,130,w
128,127,w
128,129,w
128,127,w
131,130,w
128,127,w
128,129,w
128,127,w
131,130,w
128,127,w
128,129,w
128,127,w
